player_id,player_name
1101,Antal Van Der Duim
1102,Grzegorz Panfil
1103,Julien Mathieu
1104,Rameez Junaid
1105,Jacob Adaktusson
1106,Bartolome Salva Vidal
1107,Akash Wagh
1108,Jasper Smit
1109,Daniel King Turner
1110,Xin Yuan Yu
1111,Pavel Chekhov
1112,Michel Koning
1113,Bruno Echagaray
1114,Rabie Chaki
1115,Jonathan Eysseric
1116,Tim Goransson
1117,Erling Tveit
1118,Navdeep Singh
1119,Purav Raja
1120,Catalin Gard
1121,Predrag Rusevski
1122,Dawid Olejniczak
1123,Marc Fornell Mestres
1124,Hyun Woo Nam
1125,Peerakiat Siriluethaiwattana
1126,David Martin
1127,Francesco Piccari
1128,Vishnu Vardhan
1129,Komlavi Loglo
1130,Devin Mullings
1131,Cesar Ramirez
1132,Bruno Rodriguez
1133,Scott Lipsky
1134,Matteo Marrai
1135,Marko Djokovic
1136,Alberto Brizzi
1137,Uladzimir Ignatik
1138,Justin Oneal
1139,Jun Chao Xu
1140,Yuichi Ito
1141,Abdulla Hajji
1142,Alexander Slabinsky
1143,Jan Minar
1144,Mahmoud Nader Al Baloushi
1145,Clint Bowles
1146,Marco Crugnola
1147,Sascha Kloer
1148,Ross Hutchins
1149,Andrew Anderson
1150,Mikhail Biryukov
1151,Colin Fleming
1152,Daniel Dutra Da Silva
1153,Devin Britton
1154,Chase Buchanan
1155,Stanislav Vovk
1156,Petru Alexandru Luncanu
1157,Daniel Berta
1158,Arsenije Zlatanovic
1159,Evan King
1160,Mao Xin Gong
1161,Kevin Krawietz
1162,Roman Valent
1163,Colin Ebelthite
1164,Bruno Agostinelli
1165,Lars Poerschke
1166,Riccardo Ghedin
1167,Josh Goodall
1168,James Lemke
1169,Conor Niland
1170,Dusan Lojda
1171,Karim Maamoun
1172,Cristobal Saavedra Corvalan
1173,Kyu Tae Im
1174,Thomas Muster
1175,Martin Emmrich
1176,Ilya Belyaev
1177,Yew Ming Si
1178,Agustin Velotti
1179,Guilherme Clezar
1180,Thomas Jun Facchini Takemoto
1181,Fernando Romboli
1182,Ludovic Walter
1183,Daniel Cox
1184,Ivan Nedelko
1185,Oliver Golding
1186,Peter Torebko
1187,Andrey Kumantsov
1188,Artem Sitak
1189,Daniel Garza
1190,Robin Kern
1191,Erik Chvojka
1192,Gerard Granollers
1193,Roman Borvanov
1194,Pablo Galdon
1195,Felipe Rios
1196,Zhe Li
1197,Sherif Sabry
